var_1,var_2,correlation,abs_correlation
cans ll_delta,put_delta,1.000000000000002,1.000000000000002
call_gamma,put_gamma,1.0,1.0
call_vega,put_vega,1.0,1.0
call_vomma,put_vomma,1.0,1.0
call_charm,put_charm,1.0,1.0
call_vanna,put_vanna,1.0,1.0
current_es_price,current_es_price_scaled,0.9999999999999991,0.9999999999999991
call_theta,put_gamma,-0.9999999999999898,0.9999999999999898
call_gamma,call_theta,-0.9999999999999891,0.9999999999999891
call_vanna,put_charm,-0.9999999998305351,0.9999999998305351
call_charm,call_vanna,-0.9999999998305351,0.9999999998305351
put_charm,put_vanna,-0.9999999998305351,0.9999999998305351
call_charm,put_vanna,-0.9999999998305351,0.9999999998305351
call_rho,put_rho,0.999999906415916,0.999999906415916
spx_strike,put_rho,-0.9999998861569188,0.9999998861569188
spx_strike,call_rho,-0.9999997934434768,0.9999997934434768
cans ll_delta,put_charm,0.999998777382184,0.999998777382184
call_charm,cans ll_delta,0.9999987773821836,0.9999987773821836
call_charm,put_delta,0.9999987773821726,0.9999987773821726
put_charm,put_delta,0.9999987773821726,0.9999987773821726
cans ll_delta,call_vanna,-0.9999987763758477,0.9999987763758477
cans ll_delta,put_vanna,-0.9999987763758477,0.9999987763758477
call_vanna,put_delta,-0.999998776375837,0.999998776375837
put_delta,put_vanna,-0.9999987763758368,0.9999987763758368
spx_strike,cans ll_delta,-0.999998032783675,0.999998032783675
spx_strike,put_delta,-0.9999980327836546,0.9999980327836546
put_delta,put_rho,0.999997182641763,0.999997182641763
cans ll_delta,put_rho,0.9999971826417616,0.9999971826417616
cans ll_delta,call_rho,0.9999967962601187,0.9999967962601187
call_rho,put_delta,0.9999967962601046,0.9999967962601046
spx_strike,put_charm,-0.9999937545721943,0.9999937545721943
spx_strike,call_charm,-0.9999937545721943,0.9999937545721943
spx_strike,call_vanna,0.9999937527118328,0.9999937527118328
spx_strike,put_vanna,0.9999937527118328,0.9999937527118328
call_vanna,put_rho,-0.9999923976689491,0.9999923976689491
put_rho,put_vanna,-0.999992397668949,0.999992397668949
put_charm,put_rho,0.9999923963399288,0.9999923963399288
call_charm,put_rho,0.9999923963399288,0.9999923963399288
call_rho,put_charm,0.9999918016007329,0.9999918016007329
call_charm,call_rho,0.9999918016007328,0.9999918016007328
call_rho,put_vanna,-0.9999917960300027,0.9999917960300027
call_rho,call_vanna,-0.9999917960300027,0.9999917960300027
call_theta,put_vega,-0.9999871781188798,0.9999871781188798
call_theta,call_vega,-0.9999871781188798,0.9999871781188798
call_vega,put_gamma,0.999987178118869,0.999987178118869
put_gamma,put_vega,0.9999871781188683,0.9999871781188683
call_gamma,put_vega,0.9999871781188683,0.9999871781188683
call_gamma,call_vega,0.9999871781188683,0.9999871781188683
future_strike,spx_strike,0.9999438515086259,0.9999438515086259
future_strike,put_rho,-0.9999437752121687,0.9999437752121687
future_strike,call_rho,-0.999943699275199,0.999943699275199
future_strike,cans ll_delta,-0.9999419312486315,0.9999419312486315
future_strike,put_delta,-0.9999419312486204,0.9999419312486204
future_strike,put_charm,-0.9999377448508002,0.9999377448508002
future_strike,call_charm,-0.9999377448508002,0.9999377448508002
future_strike,call_vanna,0.99993774282673,0.99993774282673
future_strike,put_vanna,0.99993774282673,0.99993774282673
tick_id,t,-0.9975332444829255,0.9975332444829255
call_theta,put_theta,0.9924625742500536,0.9924625742500536
call_gamma,put_theta,-0.9924625742500514,0.9924625742500514
put_gamma,put_theta,-0.9924625742500514,0.9924625742500514
put_theta,put_vega,-0.9924586699864045,0.9924586699864045
call_vega,put_theta,-0.9924586699864038,0.9924586699864038
call_rho,call_vomma,-0.9140347457581124,0.9140347457581124
call_rho,put_vomma,-0.9140347457581124,0.9140347457581124
call_vomma,put_rho,-0.9139709487031651,0.9139709487031651
put_rho,put_vomma,-0.9139709487031649,0.9139709487031649
spx_strike,call_vomma,0.9138106812207446,0.9138106812207446
spx_strike,put_vomma,0.9138106812207446,0.9138106812207446
future_strike,call_vomma,0.9137593374907864,0.9137593374907864
future_strike,put_vomma,0.9137593374907864,0.9137593374907864
call_vomma,put_delta,-0.9130084985680248,0.9130084985680248
put_delta,put_vomma,-0.9130084985680247,0.9130084985680247
cans ll_delta,call_vomma,-0.913008498568024,0.913008498568024
cans ll_delta,put_vomma,-0.913008498568024,0.913008498568024
put_charm,put_vomma,-0.9123953663591191,0.9123953663591191
call_charm,call_vomma,-0.9123953663591191,0.9123953663591191
call_charm,put_vomma,-0.9123953663591191,0.9123953663591191
call_vomma,put_charm,-0.9123953663591188,0.9123953663591188
call_vanna,call_vomma,0.9123951882554546,0.9123951882554546
call_vanna,put_vomma,0.9123951882554546,0.9123951882554546
put_vanna,put_vomma,0.9123951882554546,0.9123951882554546
call_vomma,put_vanna,0.9123951882554546,0.9123951882554546
current_es_price,t,0.8590347978479849,0.8590347978479849
current_es_price_scaled,t,0.8590347978288368,0.8590347978288368
tick_id,current_es_price,-0.8512668429639568,0.8512668429639568
tick_id,current_es_price_scaled,-0.8512668429445777,0.8512668429445777
call_theta,put_vanna,-0.812507683334262,0.812507683334262
call_theta,call_vanna,-0.812507683334262,0.812507683334262
call_vanna,put_gamma,0.8125076833341917,0.8125076833341917
put_gamma,put_vanna,0.8125076833341903,0.8125076833341903
call_gamma,call_vanna,0.8125076833341903,0.8125076833341903
call_gamma,put_vanna,0.8125076833341903,0.8125076833341903
call_charm,call_theta,0.8125074736430111,0.8125074736430111
call_theta,put_charm,0.8125074736430093,0.8125074736430093
call_charm,put_gamma,-0.8125074736429178,0.8125074736429178
call_charm,call_gamma,-0.8125074736429178,0.8125074736429178
put_charm,put_gamma,-0.8125074736429178,0.8125074736429178
call_gamma,put_charm,-0.812507473642916,0.812507473642916
put_vanna,put_vega,0.8124554949798526,0.8124554949798526
call_vanna,call_vega,0.8124554949798526,0.8124554949798526
call_vega,put_vanna,0.8124554949798526,0.8124554949798526
call_vanna,put_vega,0.8124554949798526,0.8124554949798526
call_charm,call_vega,-0.8124551979951299,0.8124551979951299
call_charm,put_vega,-0.8124551979951299,0.8124551979951299
put_charm,put_vega,-0.8124551979951299,0.8124551979951299
call_vega,put_charm,-0.8124551979951298,0.8124551979951298
cans ll_delta,call_theta,0.8116319258085302,0.8116319258085302
call_theta,put_delta,0.8116319258085213,0.8116319258085213
cans ll_delta,put_gamma,-0.8116319258084228,0.8116319258084228
cans ll_delta,call_gamma,-0.8116319258084228,0.8116319258084228
put_delta,put_gamma,-0.8116319258084218,0.8116319258084218
call_gamma,put_delta,-0.8116319258084208,0.8116319258084208
cans ll_delta,call_vega,-0.8115794787815248,0.8115794787815248
cans ll_delta,put_vega,-0.8115794787815248,0.8115794787815248
put_delta,put_vega,-0.8115794787815103,0.8115794787815103
call_vega,put_delta,-0.8115794787815093,0.8115794787815093
spx_strike,call_theta,-0.8104789582018871,0.8104789582018871
spx_strike,call_gamma,0.810478958201796,0.810478958201796
spx_strike,put_gamma,0.810478958201796,0.810478958201796
future_strike,call_theta,-0.8104336919344708,0.8104336919344708
future_strike,put_gamma,0.8104336919343896,0.8104336919343896
future_strike,call_gamma,0.8104336919343896,0.8104336919343896
spx_strike,call_vega,0.8104263647626907,0.8104263647626907
spx_strike,put_vega,0.8104263647626907,0.8104263647626907
future_strike,call_vega,0.8103810815978161,0.8103810815978161
future_strike,put_vega,0.8103810815978161,0.8103810815978161
call_theta,put_rho,0.8102472435722311,0.8102472435722311
put_gamma,put_rho,-0.8102472435721514,0.8102472435721514
call_gamma,put_rho,-0.8102472435721514,0.8102472435721514
put_rho,put_vega,-0.8101956002270109,0.8101956002270109
call_vega,put_rho,-0.8101956002270085,0.8101956002270085
call_rho,call_theta,0.810156095795244,0.810156095795244
call_gamma,call_rho,-0.8101560957951716,0.8101560957951716
call_rho,put_gamma,-0.810156095795168,0.810156095795168
call_rho,call_vega,-0.8101024346617777,0.8101024346617777
call_rho,put_vega,-0.8101024346617777,0.8101024346617777
call_vanna,put_theta,-0.7349440125360995,0.7349440125360995
put_theta,put_vanna,-0.734944012536098,0.734944012536098
call_charm,put_theta,0.7349437685058007,0.7349437685058007
put_charm,put_theta,0.7349437685058007,0.7349437685058007
cans ll_delta,put_theta,0.7339254844130615,0.7339254844130615
put_delta,put_theta,0.7339254844130614,0.7339254844130614
spx_strike,put_theta,-0.7325853073665171,0.7325853073665171
future_strike,put_theta,-0.7325444456877751,0.7325444456877751
put_rho,put_theta,0.7323160660673312,0.7323160660673312
call_rho,put_theta,0.7322101674680938,0.7322101674680938
call_theta,call_vomma,-0.5027228446573727,0.5027228446573727
call_theta,put_vomma,-0.5027228446573727,0.5027228446573727
call_vomma,put_gamma,0.5027228446572538,0.5027228446572538
call_gamma,call_vomma,0.5027228446572513,0.5027228446572513
put_gamma,put_vomma,0.5027228446572513,0.5027228446572513
call_gamma,put_vomma,0.5027228446572513,0.5027228446572513
put_vega,put_vomma,0.5026452827096768,0.5026452827096768
call_vega,put_vomma,0.5026452827096768,0.5026452827096768
call_vega,call_vomma,0.5026452827096768,0.5026452827096768
call_vomma,put_vega,0.5026452827096762,0.5026452827096762
call_vomma,put_theta,-0.39299741243264436,0.39299741243264436
put_theta,put_vomma,-0.39299741243264363,0.39299741243264363
t,call_rho,0.028738338700933386,0.028738338700933386
future_strike,t,-0.02853712825635441,0.02853712825635441
spx_strike,t,-0.028534823127520623,0.028534823127520623
t,put_delta,0.028531779074680234,0.028531779074680234
t,cans ll_delta,0.028531779074237592,0.028531779074237592
t,call_charm,0.028517562010080048,0.028517562010080048
t,put_charm,0.028517562010080048,0.028517562010080048
t,put_vanna,-0.02850034031357159,0.02850034031357159
t,call_vanna,-0.02850034031357159,0.02850034031357159
t,put_rho,0.02834205276130262,0.02834205276130262
current_es_price,call_rho,0.027323598903216843,0.027323598903216843
current_es_price_scaled,call_rho,0.027323598902843513,0.027323598902843513
tick_id,call_rho,-0.02725432979159976,0.02725432979159976
future_strike,current_es_price,-0.027152124809158337,0.027152124809158337
future_strike,current_es_price_scaled,-0.027152124808790618,0.027152124808790618
spx_strike,current_es_price,-0.027149931556135258,0.027149931556135258
spx_strike,current_es_price_scaled,-0.027149931555768045,0.027149931555768045
current_es_price,put_delta,0.02714685140477547,0.02714685140477547
current_es_price_scaled,put_delta,0.027146851404406442,0.027146851404406442
current_es_price,cans ll_delta,0.027146851404355007,0.027146851404355007
current_es_price_scaled,cans ll_delta,0.02714685140398596,0.02714685140398596
current_es_price,put_charm,0.027133202397491386,0.027133202397491386
current_es_price,call_charm,0.027133202397491386,0.027133202397491386
current_es_price_scaled,call_charm,0.02713320239712286,0.02713320239712286
current_es_price_scaled,put_charm,0.02713320239712286,0.02713320239712286
current_es_price,put_vanna,-0.027118418781859017,0.027118418781859017
current_es_price,call_vanna,-0.027118418781859017,0.027118418781859017
current_es_price_scaled,put_vanna,-0.027118418781490537,0.027118418781490537
current_es_price_scaled,call_vanna,-0.027118418781490537,0.027118418781490537
tick_id,future_strike,0.027052972766359505,0.027052972766359505
tick_id,spx_strike,0.027050787522266077,0.027050787522266077
tick_id,put_delta,-0.027048367708290368,0.027048367708290368
tick_id,cans ll_delta,-0.02704836770784937,0.02704836770784937
tick_id,call_charm,-0.02703522808227582,0.02703522808227582
tick_id,put_charm,-0.02703522808227582,0.02703522808227582
tick_id,call_vanna,0.027018061023594074,0.027018061023594074
tick_id,put_vanna,0.027018061023594074,0.027018061023594074
current_es_price,put_rho,0.026983532914813417,0.026983532914813417
current_es_price_scaled,put_rho,0.02698353291444743,0.02698353291444743
tick_id,put_rho,-0.0268588612134611,0.0268588612134611
t,put_vomma,-0.02655982245437572,0.02655982245437572
t,call_vomma,-0.02655982245437572,0.02655982245437572
tick_id,put_vomma,0.02517399214690813,0.02517399214690813
tick_id,call_vomma,0.02517399214690813,0.02517399214690813
current_es_price,put_vomma,-0.025136285750087924,0.025136285750087924
current_es_price,call_vomma,-0.025136285750087924,0.025136285750087924
current_es_price_scaled,call_vomma,-0.025136285749708755,0.025136285749708755
current_es_price_scaled,put_vomma,-0.025136285749708755,0.025136285749708755
t,call_gamma,-0.02494438155305604,0.02494438155305604
t,put_gamma,-0.02494438155305604,0.02494438155305604
t,call_theta,0.02494438155254419,0.02494438155254419
tick_id,put_gamma,0.023780270428700463,0.023780270428700463
tick_id,call_gamma,0.023780270428700463,0.023780270428700463
tick_id,call_theta,-0.02378027042846302,0.02378027042846302
current_es_price,put_gamma,-0.023691695533660934,0.023691695533660934
current_es_price,call_gamma,-0.023691695533660934,0.023691695533660934
current_es_price_scaled,put_gamma,-0.0236916955333731,0.0236916955333731
current_es_price_scaled,call_gamma,-0.0236916955333731,0.0236916955333731
current_es_price,call_theta,0.02369169553236033,0.02369169553236033
current_es_price_scaled,call_theta,0.023691695532072867,0.023691695532072867
t,put_theta,0.023017757669444663,0.023017757669444663
tick_id,put_theta,-0.02197542278065505,0.02197542278065505
current_es_price,put_theta,0.02185177266963744,0.02185177266963744
current_es_price_scaled,put_theta,0.021851772669380296,0.021851772669380296
t,call_vega,-0.019881690543260246,0.019881690543260246
t,put_vega,-0.019881690543260246,0.019881690543260246
current_es_price,call_vega,-0.019342928948592124,0.019342928948592124
current_es_price,put_vega,-0.019342928948592124,0.019342928948592124
current_es_price_scaled,put_vega,-0.019342928948401682,0.019342928948401682
current_es_price_scaled,call_vega,-0.019342928948401682,0.019342928948401682
tick_id,put_vega,0.018729953944850008,0.018729953944850008
tick_id,call_vega,0.018729953944850008,0.018729953944850008
t,mbo_pulling_stacking,-0.01130832615431473,0.01130832615431473
tick_id,mbo_pulling_stacking,0.01093964462457684,0.01093964462457684
current_es_price,mbo_pulling_stacking,-0.009761158080415973,0.009761158080415973
current_es_price_scaled,mbo_pulling_stacking,-0.009761158080175697,0.009761158080175697
mbo_pulling_stacking,put_theta,-0.008734783661946546,0.008734783661946546
mbo_pulling_stacking,put_gamma,0.00808435564581145,0.00808435564581145
mbo_pulling_stacking,call_gamma,0.00808435564581145,0.00808435564581145
mbo_pulling_stacking,call_theta,-0.00808435564579771,0.00808435564579771
mbo_pulling_stacking,call_vega,0.008027921830956837,0.008027921830956837
mbo_pulling_stacking,put_vega,0.008027921830956837,0.008027921830956837
future_strike,mbo_pulling_stacking,0.003267611547899129,0.003267611547899129
mbo_pulling_stacking,call_charm,-0.0031879182766425067,0.0031879182766425067
mbo_pulling_stacking,put_charm,-0.0031879182766425067,0.0031879182766425067
mbo_pulling_stacking,call_vanna,0.00318770358897308,0.00318770358897308
mbo_pulling_stacking,put_vanna,0.00318770358897308,0.00318770358897308
mbo_pulling_stacking,put_delta,-0.0031707983017819842,0.0031707983017819842
mbo_pulling_stacking,cans ll_delta,-0.003170798301776976,0.003170798301776976
spx_strike,mbo_pulling_stacking,0.0031506971110402977,0.0031506971110402977
mbo_pulling_stacking,call_rho,-0.0031496434696479947,0.0031496434696479947
mbo_pulling_stacking,put_rho,-0.0031461361805697127,0.0031461361805697127
mbo_pulling_stacking,call_vomma,-0.0009330444047260017,0.0009330444047260017
mbo_pulling_stacking,put_vomma,-0.0009330444047260017,0.0009330444047260017
tick_id,spx_price,,
future_strike,spx_price,,
spx_strike,spx_price,,
current_es_price,spx_price,,
current_es_price_scaled,spx_price,,
spx_price,t,,
spx_price,mbo_pulling_stacking,,
spx_price,call_charm,,
spx_price,cans ll_delta,,
spx_price,call_gamma,,
spx_price,call_rho,,
spx_price,call_theta,,
spx_price,call_vanna,,
spx_price,call_vega,,
spx_price,call_vomma,,
spx_price,put_charm,,
spx_price,put_delta,,
spx_price,put_gamma,,
spx_price,put_rho,,
spx_price,put_theta,,
spx_price,put_vanna,,
spx_price,put_vega,,
spx_price,put_vomma,,
